address;source_location;insn;indent
0x404318;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:107;JA	4042b0 <run_bfs+0xe0>;    (11) 
0x40431a;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:106;MOV	0xb6888(%RIP),%EDI;  (10) 
0x404320;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:106;INC	%R14D;  (10) 
0x404323;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:106;CMP	%R14D,%EDI;  (10) 
0x404326;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:106;JA	404280 <run_bfs+0xb0>;  (10) 
0x40432c;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:109;CALL	4083e0 <aml_barrier>;(9) 
0x404331;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:111;MOV	0xb6888(%RIP),%RDX;(9) 
0x404338;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:113;MOV	$0x44000000,%R9D;(9) 
0x40433e;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:113;MOV	$0x58000003,%R8D;(9) 
0x404344;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:111;MOV	0xb6835(%RIP),%RCX;(9) 
0x40434b;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:111;MOVSXD	0xb6846(%RIP),%RAX;(9) 
0x404352;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:113;LEA	-0x40(%RBP),%RSI;(9) 
0x404356;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:113;MOV	$-0x1,%RDI;(9) 
0x40435d;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:111;MOV	%RDX,0xb681c(%RIP);(9) 
0x404364;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:113;MOV	$0x1,%EDX;(9) 
0x404369;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:111;MOV	%RCX,0xb6850(%RIP);(9) 
0x404370;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:113;MOV	$0x4c000809,%ECX;(9) 
0x404375;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:111;MOV	%EAX,0xb682d(%RIP);(9) 
0x40437b;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:112;MOV	%RAX,-0x40(%RBP);(9) 
0x40437f;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:113;CALL	402180 <MPI_Allreduce@plt>;(9) 
0x404384;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:100;CMPQ	$0,-0x40(%RBP);(9) 
0x404389;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:117;MOVL	$0,0xb6805(%RIP);(9) 
0x404393;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:100;JE	4043e8 <run_bfs+0x218>;(9) 
0x404395;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:106;MOV	0xb680d(%RIP),%EDI;(9) 
0x40439b;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:106;JMP	404260 <run_bfs+0x90>;(9) 
0x4043a0;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:94;MOV	0xb6811(%RIP),%RCX;
0x4043a7;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:93;SARX	%RAX,%RBX,%RAX;
0x4043ac;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:94;MOV	$0x1,%EDX;
0x4043b1;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:100;MOV	$0x1,%EDI;
0x4043b6;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:94;MOV	%RAX,%RSI;
0x4043b9;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:93;MOV	%RBX,(%R12,%RAX,8);
0x4043bd;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:94;SHLX	%RAX,%RDX,%RDX;
0x4043c2;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:94;SHR	$0x6,%RSI;
0x4043c6;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:94;OR	%RDX,(%RCX,%RSI,8);
0x4043ca;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:95;MOV	0xb67ef(%RIP),%RDX;
0x4043d1;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:100;CMPQ	$0,-0x40(%RBP);
0x4043d6;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:95;MOV	%EAX,(%RDX);
0x4043d8;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:96;MOVL	$0x1,0xb67c6(%RIP);
0x4043e2;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:100;JNE	40424f <run_bfs+0x7f>;
0x4043e8;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:124;CALL	4083e0 <aml_barrier>;
0x4043ed;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:126;ADD	$0x18,%RSP;
0x4043f1;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:126;POP	%RBX;
0x4043f2;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:126;POP	%R12;
0x4043f4;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:126;POP	%R13;
0x4043f6;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:126;POP	%R14;
0x4043f8;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:126;POP	%R15;
0x4043fa;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:126;POP	%RBP;
0x4043fb;/home/hananefdh/MPNA/graph500/src/bfs_reference.c:126;RET;
0x4043fc;:0;NOPL	(%RAX);
